"NOMBRE","TIPO","DIRECCION","CLAUSURADO","ACTA","origin","DIRECCION.CLEAN","regexp","calle","numero"
NA,NA,"Cañada de Gómez Nº 5567 (entre 5557 y 5577)",NA,"4-360410,","D1","canada de gomez no 5567 (entre 5557 y 5577)","^([a-z ]*)([0-9]+)","canada de gomez no  (entre 5557 y 5577)","5567 (entre 5557 y 5577)"
NA,NA,"Castelli N° 4 PB. y EP. (altillo),.",NA,"4-348814; 4-348815","D1","castelli 4 pb y ep (altillo)","^([a-z ]*)([0-9]+)","castelli  pb y ep (altillo)","4 pb y ep (altillo)"
NA,NA,"Tte Gral Juan Domingo Perón N° 2709 PB/EP, UF 134",NA,"4-360166; 4-360167","D1","tte gral juan domingo peron 2709 pb/ep uf 134","^([a-z ]*)([0-9]+)","tte gral juan domingo peron  pb/ep uf 134","2709 pb/ep uf 134"
NA,NA,"Murature 5021/25/27 PB. y PA",NA,"4-348934;4-348935;4-348933;4-348932","D1","murature 5021/25/27 pb y pa","^([a-z ]*)([0-9]+)","murature /25/27 pb y pa","5021/25/27 pb y pa"
NA,NA,"Billinghurst N° 443 PB. y 1° piso",NA,"4-347947;4-347946","D1","billinghurst 443 pb y 1 piso","^([a-z ]*)([0-9]+)","billinghurst  pb y 1 piso","443 pb y 1 piso"
NA,NA,"AV. Hipolito Yrigoyen N° 1654 PB y EP",NA,"4-335031; 4-335032","D1","av hipolito yrigoyen 1654 pb y ep","^([a-z ]*)([0-9]+)","av hipolito yrigoyen  pb y ep","1654 pb y ep"
NA,NA,"TTE. GRAL. Juan D. Perón Nº 2771 PB/SOTANO UF 1,.",NA,"4-360165; 4-348918","D1","tte gral juan d peron no 2771 pb/sotano uf 1","^([a-z ]*)([0-9]+)","tte gral juan d peron no  pb/sotano uf 1","2771 pb/sotano uf 1"
NA,NA,"TTE. GRAL. Juan D. Perón Nº 2720 PB, 1º y 2º Piso, UF 3.,",NA,"4-348922; 4-348923","D1","tte gral juan d peron no 2720 pb 1o y 2o piso uf 3","^([a-z ]*)([0-9]+)","tte gral juan d peron no  pb 1o y 2o piso uf 3","2720 pb 1o y 2o piso uf 3"
NA,NA,"TTE. GRAL. Juan D. Perón Nº 2767 PB/EP/SOTANO UF 2.,",NA,"4-348920; 4-348919;4-348921","D1","tte gral juan d peron no 2767 pb/ep/sotano uf 2","^([a-z ]*)([0-9]+)","tte gral juan d peron no  pb/ep/sotano uf 2","2767 pb/ep/sotano uf 2"
NA,NA,"Av. Rivadavia N° 5283, SS Local 40",NA,"4-348747; 4-348748","D1","av rivadavia 5283 ss local 40","^([a-z ]*)([0-9]+)","av rivadavia  ss local 40","5283 ss local 40"
NA,NA,"Cap. Gral Ramón Freire 902 PB y EP. UF 5",NA,"4-335950","D1","cap gral ramon freire 902 pb y ep uf 5","^([a-z ]*)([0-9]+)","cap gral ramon freire  pb y ep uf 5","902 pb y ep uf 5"
NA,NA,"Maipú N° 694 PB y Sótano UF 1.,",NA,"4-349260","D1","maipu 694 pb y sotano uf 1","^([a-z ]*)([0-9]+)","maipu  pb y sotano uf 1","694 pb y sotano uf 1"
NA,NA,"Av Pte. Manuel Quintana N° 362 PB, Sótano",NA,"4-349656","D1","av pte manuel quintana 362 pb sotano","^([a-z ]*)([0-9]+)","av pte manuel quintana  pb sotano","362 pb sotano"
NA,NA,"Las Tunas Nº 11166, PB",NA,"4-323221","D1","las tunas no 11166 pb","^([a-z ]*)([0-9]+)","las tunas no  pb","11166 pb"
NA,NA,"Díaz Colodrero Nº 2748 PB,.",NA,"4-348033","D1","diaz colodrero no 2748 pb","^([a-z ]*)([0-9]+)","diaz colodrero no  pb","2748 pb"
NA,NA,"PRESIDENTE JOSE E. URIBURU 279, 3° piso",NA,"4-347523","D1","presidente jose e uriburu 279 3 piso","^([a-z ]*)([0-9]+)","presidente jose e uriburu  3 piso","279 3 piso"
NA,NA,"F.N.D.F.S EST 11 DE SEPTIEMBRE – PUEYRREDON 110- LOCAL-36",NA,"4-347458","D1","fndfs est 11 de septiembre - pueyrredon 110- local-36","^([a-z ]*)([0-9]+)","fndfs est  de septiembre - pueyrredon 110- local-36","11 de septiembre - pueyrredon 110- local-36"
NA,NA,"Av. Juan B. Justo Nº 2951 (Darwin Nº 247), PB y PA",NA,"4-349121","D1","av juan b justo no 2951 (darwin no 247) pb y pa","^([a-z ]*)([0-9]+)","av juan b justo no  (darwin no 247) pb y pa","2951 (darwin no 247) pb y pa"
NA,NA,"Felipe Vallese Nº 3606 PB",NA,"4-348184; 4-348183","D1","felipe vallese no 3606 pb","^([a-z ]*)([0-9]+)","felipe vallese no  pb","3606 pb"
NA,NA,"AV. Nazca N° 440 PB. y PA.",NA,"4-288795;4-288796","D1","av nazca 440 pb y pa","^([a-z ]*)([0-9]+)","av nazca  pb y pa","440 pb y pa"
NA,NA,"Av. Avellaneda N° 2071, PB-PA",NA,"4-349902","D1","av avellaneda 2071 pb-pa","^([a-z ]*)([0-9]+)","av avellaneda  pb-pa","2071 pb-pa"
NA,NA,"Av. Corrientes N° 2224/26 PB, 1° y 2°,.",NA,"4-334747;4-334748","D1","av corrientes 2224/26 pb 1 y 2","^([a-z ]*)([0-9]+)","av corrientes /26 pb 1 y 2","2224/26 pb 1 y 2"
NA,NA,"Ibera Nº 2501 PB,.",NA,"4-335116","D1","ibera no 2501 pb","^([a-z ]*)([0-9]+)","ibera no  pb","2501 pb"
NA,NA,"Joaquín V. González N° 662 PB, PA",NA,"4-347367; 4-347366","D1","joaquin v gonzalez 662 pb pa","^([a-z ]*)([0-9]+)","joaquin v gonzalez  pb pa","662 pb pa"
NA,NA,"Av. Avellaneda 2771, planta baja, local 6,.",NA,"4-347061","D1","av avellaneda 2771 planta baja local 6","^([a-z ]*)([0-9]+)","av avellaneda  planta baja local 6","2771 planta baja local 6"
NA,NA,"Adolfo P. Carranza N° 3002 PB",NA,"4-360227","D1","adolfo p carranza 3002 pb","^([a-z ]*)([0-9]+)","adolfo p carranza  pb","3002 pb"
NA,NA,"Av. San Juan N° 2190/2200, PB y SS (UF2) y Pasco N° 1218",NA,"4-349403; 4-349404","D1","av san juan 2190/2200 pb y ss (uf2) y pasco 1218","^([a-z ]*)([0-9]+)","av san juan /2200 pb y ss (uf2) y pasco 1218","2190/2200 pb y ss (uf2) y pasco 1218"
NA,NA,"Av. Rivadavia N° 2355/59 (y Azcuénaga N° 31/55), PB, 1° SS, 2° SS,y 3 ss",NA,"4-360413","D1","av rivadavia 2355/59 (y azcuenaga 31/55) pb 1 ss 2 ssy 3 ss","^([a-z ]*)([0-9]+)","av rivadavia /59 (y azcuenaga 31/55) pb 1 ss 2 ssy 3 ss","2355/59 (y azcuenaga 31/55) pb 1 ss 2 ssy 3 ss"
NA,NA,"Valentín Gómez 2997/99 esquina Ecuador 405 planta baja y sótano, UF 1",NA,"4-347459; 4-348849","D1","valentin gomez 2997/99 esquina ecuador 405 planta baja y sotano uf 1","^([a-z ]*)([0-9]+)","valentin gomez /99 esquina ecuador 405 planta baja y sotano uf 1","2997/99 esquina ecuador 405 planta baja y sotano uf 1"
NA,NA,"AV. Warnes N° 1503 PB., PA. y sótano",NA,"4-334472","D1","av warnes 1503 pb pa y sotano","^([a-z ]*)([0-9]+)","av warnes  pb pa y sotano","1503 pb pa y sotano"
NA,NA,"Av. Cabildo N° 4929, PB y EP",NA,"4-335117; 4-335118","D1","av cabildo 4929 pb y ep","^([a-z ]*)([0-9]+)","av cabildo  pb y ep","4929 pb y ep"
NA,NA,"Av. Callao N° 368 PB-SS",NA,"4-321416","D1","av callao 368 pb-ss","^([a-z ]*)([0-9]+)","av callao  pb-ss","368 pb-ss"
NA,NA,"Araoz 84/86, 1°, 2° y 3° piso",NA,"4-348850","D1","araoz 84/86 1 2 y 3 piso","^([a-z ]*)([0-9]+)","araoz /86 1 2 y 3 piso","84/86 1 2 y 3 piso"
NA,NA,"Castelli Nº 139 PB.,",NA,"4-361577","D1","castelli no 139 pb","^([a-z ]*)([0-9]+)","castelli no  pb","139 pb"
NA,NA,"Antezana Nº 90 PB.,",NA,"4-347063","D1","antezana no 90 pb","^([a-z ]*)([0-9]+)","antezana no  pb","90 pb"
NA,NA,"Av. Pueyrredón 241, 1° piso, local 126",NA,"4-361576","D1","av pueyrredon 241 1 piso local 126","^([a-z ]*)([0-9]+)","av pueyrredon  1 piso local 126","241 1 piso local 126"
NA,NA,"AV. Pueyrredón N° 1341 PB., 1° a 3° piso",NA,"4-347162; 4-347163;4-315017","D1","av pueyrredon 1341 pb 1 a 3 piso","^([a-z ]*)([0-9]+)","av pueyrredon  pb 1 a 3 piso","1341 pb 1 a 3 piso"
NA,NA,"La Pampa Nº 843 PB/EP, UF 1.,",NA,"4-361726","D1","la pampa no 843 pb/ep uf 1","^([a-z ]*)([0-9]+)","la pampa no  pb/ep uf 1","843 pb/ep uf 1"
NA,NA,"Lima Nº 1735, PB",NA,"4-349214","D1","lima no 1735 pb","^([a-z ]*)([0-9]+)","lima no  pb","1735 pb"
NA,NA,"Acevedo N° 153 PB. y EP. –unidad funcional N° 1",NA,"4-288797","D1","acevedo 153 pb y ep -unidad funcional 1","^([a-z ]*)([0-9]+)","acevedo  pb y ep -unidad funcional 1","153 pb y ep -unidad funcional 1"
NA,NA,"Corvalán 2643 PB Dpto. 2.,",NA,"4-349061; 4-349390","D1","corvalan 2643 pb dpto 2","^([a-z ]*)([0-9]+)","corvalan  pb dpto 2","2643 pb dpto 2"
NA,NA,"Lima 1735, planta baja, Local C4.,",NA,"4-347909","D1","lima 1735 planta baja local c4","^([a-z ]*)([0-9]+)","lima  planta baja local c4","1735 planta baja local c4"
NA,NA,"Muñecas N° 1176 PB,.",NA,"4-349261","D1","munecas 1176 pb","^([a-z ]*)([0-9]+)","munecas  pb","1176 pb"
NA,NA,"La Rioja N° 193, PB, 1°, EP, 2° y Terraza",NA,"4-334422; 4-334423","D1","la rioja 193 pb 1 ep 2 y terraza","^([a-z ]*)([0-9]+)","la rioja  pb 1 ep 2 y terraza","193 pb 1 ep 2 y terraza"
NA,NA,"José León Suárez N° 314-16 PB",NA,"4-348185; 4-334473;4-334474","D1","jose leon suarez 314-16 pb","^([a-z ]*)([0-9]+)","jose leon suarez -16 pb","314-16 pb"
NA,NA,"Av. Estado de Israel 4819 PB y EP, UF 1,.",NA,"4-347062","D1","av estado de israel 4819 pb y ep uf 1","^([a-z ]*)([0-9]+)","av estado de israel  pb y ep uf 1","4819 pb y ep uf 1"
NA,NA,"Av. Dorrego 811, planta baja.,",NA,"4-349262","D1","av dorrego 811 planta baja","^([a-z ]*)([0-9]+)","av dorrego  planta baja","811 planta baja"
NA,NA,"Av. Warnes N° 785 PB. y PA. UF 8",NA,"4-288798","D1","av warnes 785 pb y pa uf 8","^([a-z ]*)([0-9]+)","av warnes  pb y pa uf 8","785 pb y pa uf 8"
NA,NA,"Gorriti N° 4739,.CABA",NA,"4-321015","D1","gorriti 4739caba","^([a-z ]*)([0-9]+)","gorriti caba","4739caba"
NA,NA,"Morón N° 2440",NA,"4-347237","D1","moron 2440","^([a-z ]*)([0-9]+)","moron","2440"
NA,NA,"Av. Independencia N° 1275",NA,"4-349736","D1","av independencia 1275","^([a-z ]*)([0-9]+)","av independencia","1275"
NA,NA,"México N° 918, PB y 1°,.",NA,"4-349657","D1","mexico 918 pb y 1","^([a-z ]*)([0-9]+)","mexico  pb y 1","918 pb y 1"
NA,NA,"Av. Juan B. Justo N° 5902, PB y 1°,.",NA,"4-347240","D1","av juan b justo 5902 pb y 1","^([a-z ]*)([0-9]+)","av juan b justo  pb y 1","5902 pb y 1"
NA,NA,"Cnel. Niceto Vega N° 5642 PB y PA",NA,"4-347242","D1","cnel niceto vega 5642 pb y pa","^([a-z ]*)([0-9]+)","cnel niceto vega  pb y pa","5642 pb y pa"
NA,NA,"Guardia Nacional N° 1390 1° piso",NA,"4-335988","D1","guardia nacional 1390 1 piso","^([a-z ]*)([0-9]+)","guardia nacional  1 piso","1390 1 piso"
NA,NA,"Segurola N° 614/16, PB, 1° y 2°,.",NA,"4-349760","D1","segurola 614/16 pb 1 y 2","^([a-z ]*)([0-9]+)","segurola /16 pb 1 y 2","614/16 pb 1 y 2"
NA,NA,"Av. Castro Barros N° 1048/50 PB, 1° piso, UF 1 y 2,.",NA,"4-349706;4-349707","D1","av castro barros 1048/50 pb 1 piso uf 1 y 2","^([a-z ]*)([0-9]+)","av castro barros /50 pb 1 piso uf 1 y 2","1048/50 pb 1 piso uf 1 y 2"
NA,NA,"Av. Juan. B. Alberdi N° 4655, PB",NA,"4-335664","D1","av juan b alberdi 4655 pb","^([a-z ]*)([0-9]+)","av juan b alberdi  pb","4655 pb"
NA,NA,"AV. Dorrego Nº 1735, PB y 1º Piso",NA,"4-016184","D1","av dorrego no 1735 pb y 1o piso","^([a-z ]*)([0-9]+)","av dorrego no  pb y 1o piso","1735 pb y 1o piso"
NA,NA,"Av. Directorio N° 4500 PB",NA,"4-335667","D1","av directorio 4500 pb","^([a-z ]*)([0-9]+)","av directorio  pb","4500 pb"
NA,NA,"Av. Juan. B. Alberdi N° 4671/73/75 Pb, 1° piso, y AZ",NA,"4-335666","D1","av juan b alberdi 4671/73/75 pb 1 piso y az","^([a-z ]*)([0-9]+)","av juan b alberdi /73/75 pb 1 piso y az","4671/73/75 pb 1 piso y az"
NA,NA,"Cnel. Niceto Vega N° 5646 PB y 1°,.",NA,"4-335034","D1","cnel niceto vega 5646 pb y 1","^([a-z ]*)([0-9]+)","cnel niceto vega  pb y 1","5646 pb y 1"
NA,NA,"Rodríguez Peña N° 1220, PB y SS.,",NA,"4-347236","D1","rodriguez pena 1220 pb y ss","^([a-z ]*)([0-9]+)","rodriguez pena  pb y ss","1220 pb y ss"
NA,NA,"Av. Juan. B. Alberdi N°5252 PB y 1°,.",NA,"4-335668","D1","av juan b alberdi 5252 pb y 1","^([a-z ]*)([0-9]+)","av juan b alberdi  pb y 1","5252 pb y 1"
NA,NA,"Armenia N° 1740 PB,.",NA,"4-349621","D1","armenia 1740 pb","^([a-z ]*)([0-9]+)","armenia  pb","1740 pb"
NA,NA,"Jorge Luis Borges N° 1640",NA,"4-349619","D1","jorge luis borges 1640","^([a-z ]*)([0-9]+)","jorge luis borges","1640"
NA,NA,"Av. Juan de Garay N° 980",NA,"4-349735","D1","av juan de garay 980","^([a-z ]*)([0-9]+)","av juan de garay","980"
NA,NA,"Hipólito Yrigoyen N° 1440 PB y EP",NA,"4-349581","D1","hipolito yrigoyen 1440 pb y ep","^([a-z ]*)([0-9]+)","hipolito yrigoyen  pb y ep","1440 pb y ep"
NA,NA,"José A. Cabrera N° 3778/80 PB, EP, y ST,.",NA,"4-334065;4-334063","D1","jose a cabrera 3778/80 pb ep y st","^([a-z ]*)([0-9]+)","jose a cabrera /80 pb ep y st","3778/80 pb ep y st"
NA,NA,"San Pedrito N° 115, PB y 1,.",NA,"4-335989","D1","san pedrito 115 pb y 1","^([a-z ]*)([0-9]+)","san pedrito  pb y 1","115 pb y 1"
NA,NA,"Av. Nazca N° 1188 PB",NA,"4-347241","D1","av nazca 1188 pb","^([a-z ]*)([0-9]+)","av nazca  pb","1188 pb"
NA,NA,"Av. Gaona N° 4105 PB, 1° y 2° piso",NA,"4-347238; 4-347239","D1","av gaona 4105 pb 1 y 2 piso","^([a-z ]*)([0-9]+)","av gaona  pb 1 y 2 piso","4105 pb 1 y 2 piso"
NA,NA,"Gral. Lucio N. Mansilla N° 3774 PB",NA,"4-360306","D1","gral lucio n mansilla 3774 pb","^([a-z ]*)([0-9]+)","gral lucio n mansilla  pb","3774 pb"
NA,NA,"Gorriti Nº 3944 Sótano/PB/ 1° a 3° Piso/Azotea",NA,"4-360462;4-360463;4-360464","D1","gorriti no 3944 sotano/pb/ 1 a 3 piso/azotea","^([a-z ]*)([0-9]+)","gorriti no  sotano/pb/ 1 a 3 piso/azotea","3944 sotano/pb/ 1 a 3 piso/azotea"
NA,NA,"Av. Juan B. Justo N° 7102 PB",NA,"4-335665","D1","av juan b justo 7102 pb","^([a-z ]*)([0-9]+)","av juan b justo  pb","7102 pb"
NA,NA,"Pichincha N° 674, PB",NA,"4-361053","D1","pichincha 674 pb","^([a-z ]*)([0-9]+)","pichincha  pb","674 pb"
NA,NA,"Quintino Bocayuva N° 15/19, Pb y 1° Piso,.",NA,"4-360033","D1","quintino bocayuva 15/19 pb y 1 piso","^([a-z ]*)([0-9]+)","quintino bocayuva /19 pb y 1 piso","15/19 pb y 1 piso"
NA,NA,"Talcahuano N° 986/970 local 253 PB/Sótano ",NA,"4-333198;4-333200;4-333199","D1","talcahuano 986/970 local 253 pb/sotano","^([a-z ]*)([0-9]+)","talcahuano /970 local 253 pb/sotano","986/970 local 253 pb/sotano"
NA,NA,"Armenia N° 1728, PB., SS. y 1° piso.,",NA,"4-347369;4-347370","D1","armenia 1728 pb ss y 1 piso","^([a-z ]*)([0-9]+)","armenia  pb ss y 1 piso","1728 pb ss y 1 piso"
NA,NA,"Pico Nº 4728 PB",NA,"4-360231;4-360232;4-360233","D1","pico no 4728 pb","^([a-z ]*)([0-9]+)","pico no  pb","4728 pb"
NA,NA,"Pje. Pueyrredon Prilidiano N° 4188/90 (e/chapas 4184 y 4196-pb-ep",NA,"4-360417;4-360885","D1","pje pueyrredon prilidiano 4188/90 (e/chapas 4184 y 4196-pb-ep","^([a-z ]*)([0-9]+)","pje pueyrredon prilidiano /90 (e/chapas 4184 y 4196-pb-ep","4188/90 (e/chapas 4184 y 4196-pb-ep"
NA,NA,"Moreno 1856",NA,"4-361579; 4-361580","D1","moreno 1856","^([a-z ]*)([0-9]+)","moreno","1856"
NA,NA,"Arribeños N° 2242 PB",NA,"4-288800","D1","arribenos 2242 pb","^([a-z ]*)([0-9]+)","arribenos  pb","2242 pb"
NA,NA,"Av. Corrientes Nº 5483, planta baja",NA,"4-361751","D1","av corrientes no 5483 planta baja","^([a-z ]*)([0-9]+)","av corrientes no  planta baja","5483 planta baja"
NA,NA,"AV. Corrientes Nº 6001/19 (Humboldt Nº 618) PB/1º Y 3º-PISO AZOTEA",NA,"4-349166","D1","av corrientes no 6001/19 (humboldt no 618) pb/1o y 3o-piso azotea","^([a-z ]*)([0-9]+)","av corrientes no /19 (humboldt no 618) pb/1o y 3o-piso azotea","6001/19 (humboldt no 618) pb/1o y 3o-piso azotea"
NA,NA,"24 de Noviembre Nº 22 PB",NA,"4-361051","D1","24 de noviembre no 22 pb","^([a-z ]*)([0-9]+)","de noviembre no 22 pb","24 de noviembre no 22 pb"
NA,NA,"Puán N° 1655/57 PB",NA,"4-349391;4-349392;4-349393","D1","puan 1655/57 pb","^([a-z ]*)([0-9]+)","puan /57 pb","1655/57 pb"
NA,NA,"Av. Rivadavia N° 3208 PB y EP,.",NA,"4-347525","D1","av rivadavia 3208 pb y ep","^([a-z ]*)([0-9]+)","av rivadavia  pb y ep","3208 pb y ep"
NA,NA,"Adolfo Alsina N° 451 PB y 1°,.",NA,"4-274730","D1","adolfo alsina 451 pb y 1","^([a-z ]*)([0-9]+)","adolfo alsina  pb y 1","451 pb y 1"
NA,NA,"Pavón N° 1249",NA,"4-349658","D1","pavon 1249","^([a-z ]*)([0-9]+)","pavon","1249"
NA,NA,"Rodríguez Peña N° 1074 SS",NA,"4-321016","D1","rodriguez pena 1074 ss","^([a-z ]*)([0-9]+)","rodriguez pena  ss","1074 ss"
NA,NA,"Miñones 2320/24 PB",NA,"4-347065","D1","minones 2320/24 pb","^([a-z ]*)([0-9]+)","minones /24 pb","2320/24 pb"
NA,NA,"Concordia Nº 88 PB/EP (Sector medio",NA,"4-349407;4-349408","D1","concordia no 88 pb/ep (sector medio","^([a-z ]*)([0-9]+)","concordia no  pb/ep (sector medio","88 pb/ep (sector medio"
NA,NA,"Av. Rivadavia N° 7800, PB/EP (Esq. Pergamino N° 6).,",NA,"4-349580","D1","av rivadavia 7800 pb/ep (esq pergamino 6)","^([a-z ]*)([0-9]+)","av rivadavia  pb/ep (esq pergamino 6)","7800 pb/ep (esq pergamino 6)"
NA,NA,"COLOMBRES 768/770/772, planta baja y entre piso",NA,"4-016071","D1","colombres 768/770/772 planta baja y entre piso","^([a-z ]*)([0-9]+)","colombres /770/772 planta baja y entre piso","768/770/772 planta baja y entre piso"
NA,NA,"Magariños Cervantes N° 5037, PB Fondo",NA,"4-360416;4-360884","D1","magarinos cervantes 5037 pb fondo","^([a-z ]*)([0-9]+)","magarinos cervantes  pb fondo","5037 pb fondo"
NA,NA,"Lavalle 3563, planta baja",NA,"4-361627","D1","lavalle 3563 planta baja","^([a-z ]*)([0-9]+)","lavalle  planta baja","3563 planta baja"
NA,NA,"Echeandia N° 4487/89 PB., PA. y EP",NA,"4-360138;4-360139;4-360140;4-360141;4-360142;4-360143;4-360170","D1","echeandia 4487/89 pb pa y ep","^([a-z ]*)([0-9]+)","echeandia /89 pb pa y ep","4487/89 pb pa y ep"
NA,NA,"Virrey Arredondo Nº 3066, PB, 1º Piso y azotea",NA,"4-360465","D1","virrey arredondo no 3066 pb 1o piso y azotea","^([a-z ]*)([0-9]+)","virrey arredondo no  pb 1o piso y azotea","3066 pb 1o piso y azotea"
NA,NA,"Lavalle Nº 741, PB y 1º Piso",NA,"4-349216","D1","lavalle no 741 pb y 1o piso","^([a-z ]*)([0-9]+)","lavalle no  pb y 1o piso","741 pb y 1o piso"
NA,NA,"Quintino Bocayuva N° 1772 PB, PA.,",NA,"4-349092;4-347622","D1","quintino bocayuva 1772 pb pa","^([a-z ]*)([0-9]+)","quintino bocayuva  pb pa","1772 pb pa"
NA,NA,"Curapaligue N° 1867 PB/Frente.,",NA,"4-360421;4-360422;4-360423","D1","curapaligue 1867 pb/frente","^([a-z ]*)([0-9]+)","curapaligue  pb/frente","1867 pb/frente"
NA,NA,"Juan Manuel Blanes N° 162/74 – Ministro Brin N° 610 PB/PA",NA,"4-360886","D1","juan manuel blanes 162/74 - ministro brin 610 pb/pa","^([a-z ]*)([0-9]+)","juan manuel blanes /74 - ministro brin 610 pb/pa","162/74 - ministro brin 610 pb/pa"
NA,NA,"Peña N° 2138/40 PB, 1° y 2° piso",NA,"4-323494;4-333115","D1","pena 2138/40 pb 1 y 2 piso","^([a-z ]*)([0-9]+)","pena /40 pb 1 y 2 piso","2138/40 pb 1 y 2 piso"
NA,NA,"Juan Agustín García N° 4738/74,.",NA,"4-360778;4-360779;4-360777","D1","juan agustin garcia 4738/74","^([a-z ]*)([0-9]+)","juan agustin garcia /74","4738/74"
NA,NA,"Sarmiento Nº 674 SS/PB/1º AL 11º PISO",NA,"4-360432;4-361283;4-361282","D1","sarmiento no 674 ss/pb/1o al 11o piso","^([a-z ]*)([0-9]+)","sarmiento no  ss/pb/1o al 11o piso","674 ss/pb/1o al 11o piso"
NA,NA,"AV. Gaona Nº 1287 PB",NA,"","D1","av gaona no 1287 pb","^([a-z ]*)([0-9]+)","av gaona no  pb","1287 pb"
NA,NA,"Curapaligüe Nº 1867, PB y EP “Fondo”.,",NA,"4-361330;4-361331","D1","curapaligue no 1867 pb y ep ""fondo""","^([a-z ]*)([0-9]+)","curapaligue no  pb y ep ""fondo""","1867 pb y ep ""fondo"""
NA,NA,"Guardia Vieja N° 4338/40 PB. y 1° piso",NA,"4-361728","D1","guardia vieja 4338/40 pb y 1 piso","^([a-z ]*)([0-9]+)","guardia vieja /40 pb y 1 piso","4338/40 pb y 1 piso"
NA,NA,"Av. Díaz Vélez 4334 PB, EP UF 1",NA,"4-361727","D1","av diaz velez 4334 pb ep uf 1","^([a-z ]*)([0-9]+)","av diaz velez  pb ep uf 1","4334 pb ep uf 1"
NA,NA,"BALBASTRO 2026/28, planta baja",NA,"4-361329;4-360420;4-347825;4-361328;4-360419;360418","D1","balbastro 2026/28 planta baja","^([a-z ]*)([0-9]+)","balbastro /28 planta baja","2026/28 planta baja"
NA,NA,"AV. Corrientes Nº 3372 PB/EP/1º a 4º SS",NA,"4-347869;4-347868","D1","av corrientes no 3372 pb/ep/1o a 4o ss","^([a-z ]*)([0-9]+)","av corrientes no  pb/ep/1o a 4o ss","3372 pb/ep/1o a 4o ss"
NA,NA,"Rosario Nº 677 PB UF 1",NA,"4-347066","D1","rosario no 677 pb uf 1","^([a-z ]*)([0-9]+)","rosario no  pb uf 1","677 pb uf 1"
NA,NA,"Brasil 2869",NA,"4-349539;4-360937","D1","brasil 2869","^([a-z ]*)([0-9]+)","brasil","2869"
NA,NA,"Av. Pinedo al 1200",NA,"4-361332","D1","av pinedo al 1200","^([a-z ]*)([0-9]+)","av pinedo al","1200"
NA,NA,"Av. Corrientes N° 1301 PB-SS",NA,"4-321417","D1","av corrientes 1301 pb-ss","^([a-z ]*)([0-9]+)","av corrientes  pb-ss","1301 pb-ss"
NA,NA,"Australia N° 2414/28 y Santa Magdalena N° 313 PB,.",NA,"4-361333","D1","australia 2414/28 y santa magdalena 313 pb","^([a-z ]*)([0-9]+)","australia /28 y santa magdalena 313 pb","2414/28 y santa magdalena 313 pb"
NA,NA,"Av. Lope de Vega N° 2979, PB, UF 1,.",NA,"4-349264","D1","av lope de vega 2979 pb uf 1","^([a-z ]*)([0-9]+)","av lope de vega  pb uf 1","2979 pb uf 1"
NA,NA,"Ramón L. Falcón N° 6673/75 PB. y PA",NA,"4-360952","D1","ramon l falcon 6673/75 pb y pa","^([a-z ]*)([0-9]+)","ramon l falcon /75 pb y pa","6673/75 pb y pa"
NA,NA,"Pedro Lozano 4380 PB",NA,"4-361752","D1","pedro lozano 4380 pb","^([a-z ]*)([0-9]+)","pedro lozano  pb","4380 pb"
NA,NA,"Av. Corrientes Nº 1205 PB/EP.,",NA,"4-315995","D1","av corrientes no 1205 pb/ep","^([a-z ]*)([0-9]+)","av corrientes no  pb/ep","1205 pb/ep"
NA,NA,"Zabala Nº 1736, PB y EP",NA,"4-361777","D1","zabala no 1736 pb y ep","^([a-z ]*)([0-9]+)","zabala no  pb y ep","1736 pb y ep"
NA,NA,"Riglos Nº 1081 PB/EP",NA,"4-333148","D1","riglos no 1081 pb/ep","^([a-z ]*)([0-9]+)","riglos no  pb/ep","1081 pb/ep"
NA,NA,"Medrano 624, planta baja y sótano",NA,"4-360936;4-349538","D1","medrano 624 planta baja y sotano","^([a-z ]*)([0-9]+)","medrano  planta baja y sotano","624 planta baja y sotano"
NA,NA,"Bulnes N° 2596 PB. y sótano –unidad funcional N° 2.,",NA,"4-360144;4-360145","D1","bulnes 2596 pb y sotano -unidad funcional 2","^([a-z ]*)([0-9]+)","bulnes  pb y sotano -unidad funcional 2","2596 pb y sotano -unidad funcional 2"
NA,NA,"Av. Lope de Vega N° 3311, PB, EP, UF 1.,",NA,"4-349266","D1","av lope de vega 3311 pb ep uf 1","^([a-z ]*)([0-9]+)","av lope de vega  pb ep uf 1","3311 pb ep uf 1"
NA,NA,"AV. Rivadavia Nº 5231/33, PB y 1º",NA,"4-349904","D1","av rivadavia no 5231/33 pb y 1o","^([a-z ]*)([0-9]+)","av rivadavia no /33 pb y 1o","5231/33 pb y 1o"
NA,NA,"Salta Nº 572 SS/PB/1º A 3º PISO/AZOTEA",NA,"4-361108;4-349298","D1","salta no 572 ss/pb/1o a 3o piso/azotea","^([a-z ]*)([0-9]+)","salta no  ss/pb/1o a 3o piso/azotea","572 ss/pb/1o a 3o piso/azotea"
NA,NA,"AV. Asamblea N° 935 PB. y sótano",NA,"4-361730;4-361729","D1","av asamblea 935 pb y sotano","^([a-z ]*)([0-9]+)","av asamblea  pb y sotano","935 pb y sotano"
NA,NA,"AV. Rivadavia Nº 5264/68 PB LOCAL 19",NA,"4-361731","D1","av rivadavia no 5264/68 pb local 19","^([a-z ]*)([0-9]+)","av rivadavia no /68 pb local 19","5264/68 pb local 19"
